Sort ,State,FIPS,County,County Seat(s),Population,Land Area,Land Area,Water Area,Water Area,Total Area,Total Area,Latitude,Longitude
2567,TX,48087,Collingsworth,Wellington,3057,918.441,918.441,0.880,0.880,919.321,919.321,34.963358,100.272135
2568,TX,48089,Colorado,Columbus,20874,960.274,960.274,13.412,13.412,973.686,973.686,29.595908,96.508389
2569,TX,48091,Comal,New Braunfels,108472,559.476,559.476,15.402,15.402,574.878,574.878,29.803019,98.255201
2570,TX,48093,Comanche,Comanche,13974,937.754,937.754,9.930,9.930,947.684,947.684,31.951645,98.549617
2571,TX,48095,Concho,Paint Rock,4087,983.799,983.799,9.894,9.894,993.693,993.693,31.318865,99.863648
2572,TX,48097,Cooke,Gainesville,38437,874.759,874.759,23.681,23.681,898.440,898.440,33.639169,97.210372
2573,TX,48099,Coryell,Gatesville,75388,1052.066,1052.066,4.690,4.690,1056.756,1056.756,31.391177,97.798022
2574,TX,48101,Cottle,Paducah,1505,900.563,900.563,1.052,1.052,901.615,901.615,34.091906,100.276442
2575,TX,48103,Crane,Crane,4375,785.069,785.069,0.655,0.655,785.724,785.724,31.422797,102.487774
2576,TX,48105,Crockett,Ozona,3719,2807.327,2807.327,0.021,0.021,2807.348,2807.348,30.717532,101.404211
2577,TX,48107,Crosby,Crosbyton,6059,900.198,900.198,1.496,1.496,901.694,901.694,33.609144,101.298710
2578,TX,48109,Culberson,Van Horn,2398,3812.798,3812.798,0.215,0.215,3813.013,3813.013,31.445909,104.526945
2579,TX,48111,Dallam,Dalhart,6703,1503.259,1503.259,2.001,2.001,1505.260,1505.260,36.286370,102.594020
2580,TX,48113,Dallas,Dallas,2368139,871.279,871.279,37.335,37.335,908.614,908.614,32.766987,96.778424
2581,TX,48115,Dawson,Lamesa,13833,900.306,900.306,1.823,1.823,902.129,902.129,32.741934,101.947322
2582,TX,48117,Deaf Smith,Hereford,19372,1496.868,1496.868,1.516,1.516,1498.384,1498.384,34.940766,102.607564
2583,TX,48119,Delta,Cooper,5231,256.825,256.825,21.107,21.107,277.932,277.932,33.385933,95.673350
2584,TX,48121,Denton,Denton,662614,878.432,878.432,74.545,74.545,952.977,952.977,33.205005,97.119046
2585,TX,48123,DeWitt,Cuero,20097,908.975,908.975,1.514,1.514,910.489,910.489,29.082342,97.361656
2586,TX,48125,Dickens,Dickens,2444,901.724,901.724,3.497,3.497,905.221,905.221,33.614666,100.786095
2587,TX,48127,Dimmit,Carrizo Springs,9996,1328.884,1328.884,5.628,5.628,1334.512,1334.512,28.423587,99.765871
2588,TX,48129,Donley,Clarendon,3677,926.886,926.886,6.160,6.160,933.046,933.046,34.955036,100.815846
2589,TX,48131,Duval,San Diego,11782,1793.481,1793.481,2.115,2.115,1795.596,1795.596,27.681123,98.497393
2590,TX,48133,Eastland,Eastland,18583,926.491,926.491,5.424,5.424,931.915,931.915,32.324645,98.836560
2591,TX,48135,Ector,Odessa,137130,897.687,897.687,4.092,4.092,901.779,901.779,31.865301,102.542507
2592,TX,48137,Edwards,Rocksprings,2002,2117.858,2117.858,2.008,2.008,2119.866,2119.866,29.985877,100.307373
2593,TX,48139,Ellis,El Paso,149610,935.487,935.487,16.261,16.261,951.748,951.748,32.347279,96.798336
2594,TX,48141,El Paso,Waxahachie,800647,1012.693,1012.693,2.267,2.267,1014.960,1014.960,31.766403,106.241391
2595,TX,48143,Erath,Stephenville,37890,1083.071,1083.071,6.736,6.736,1089.807,1089.807,32.238136,98.222377
2596,TX,48145,Falls,Marlin,17866,765.483,765.483,8.358,8.358,773.841,773.841,31.251930,96.934128
2597,TX,48147,Fannin,Bonham,33915,890.837,890.837,8.047,8.047,898.884,898.884,33.591161,96.104988
2598,TX,48149,Fayette,La Grange,24554,950.008,950.008,9.800,9.800,959.808,959.808,29.877886,96.921231
2599,TX,48151,Fisher,Roby,3974,898.941,898.941,2.812,2.812,901.753,901.753,32.740473,100.403120
2600,TX,48153,Floyd,Floydada,6446,992.143,992.143,0.380,0.380,992.523,992.523,34.073731,101.303274
2601,TX,48155,Foard,Crowell,1336,704.397,704.397,3.288,3.288,707.685,707.685,33.980404,99.777427
2602,TX,48157,Fort Bend,Richmond,585375,861.481,861.481,23.860,23.860,885.341,885.341,29.526602,95.771015
2603,TX,48159,Franklin,Mount Vernon,10605,284.391,284.391,10.377,10.377,294.768,294.768,33.175846,95.219066
2604,TX,48161,Freestone,Fairfield,19816,877.739,877.739,14.253,14.253,891.992,891.992,31.701654,96.144237
2605,TX,48163,Frio,Pearsall,17217,1133.500,1133.500,0.847,0.847,1134.347,1134.347,28.869334,99.108788
2606,TX,48165,Gaines,Seminole,17526,1502.375,1502.375,0.488,0.488,1502.863,1502.863,32.743942,102.631562
2607,TX,48167,Galveston,Galveston,291309,378.358,378.358,495.450,495.450,873.808,873.808,29.228706,94.894865
2608,TX,48169,Garza,Post,6461,893.412,893.412,2.787,2.787,896.199,896.199,33.183792,101.301134
2609,TX,48171,Gillespie,Fredericksburg,24837,1058.214,1058.214,3.467,3.467,1061.681,1061.681,30.326390,98.942106
2610,TX,48173,Glasscock,Garden City,1226,900.218,900.218,0.867,0.867,901.085,901.085,31.868591,101.528971
2611,TX,48175,Goliad,Goliad,7210,852.014,852.014,7.355,7.355,859.369,859.369,28.660700,97.430415
2612,TX,48177,Gonzales,Gonzales,19807,1066.688,1066.688,3.166,3.166,1069.854,1069.854,29.468704,97.477738
2613,TX,48179,Gray,Pampa,22535,925.974,925.974,3.359,3.359,929.333,929.333,35.402542,100.812374
2614,TX,48181,Grayson,Sherman,120877,932.804,932.804,46.373,46.373,979.177,979.177,33.624508,96.675699
2615,TX,48183,Gregg,Longview,121730,273.303,273.303,2.461,2.461,275.764,275.764,32.486397,94.816276
2616,TX,48185,Grimes,Anderson,26604,787.459,787.459,14.144,14.144,801.603,801.603,30.543231,95.988082
2617,TX,48187,Guadalupe,Seguin,131533,711.300,711.300,3.515,3.515,714.815,714.815,29.583208,97.949027
2618,TX,48189,Hale,Plainview,36273,1004.683,1004.683,0.095,0.095,1004.778,1004.778,34.068436,101.822888
2619,TX,48191,Hall,Memphis,3353,883.492,883.492,20.605,20.605,904.097,904.097,34.453189,100.576343
2620,TX,48193,Hamilton,Hamilton,8517,835.914,835.914,0.478,0.478,836.392,836.392,31.706982,98.111794
2621,TX,48195,Hansford,Spearman,5613,919.810,919.810,0.598,0.598,920.408,920.408,36.272847,101.356930
2622,TX,48197,Hardeman,Quanah,4139,695.114,695.114,1.756,1.756,696.870,696.870,34.289904,99.745697
2623,TX,48199,Hardin,Kountze,54635,890.567,890.567,6.985,6.985,897.552,897.552,30.329612,94.393149
2624,TX,48201,Harris,Houston,4092459,1703.478,1703.478,74.005,74.005,1777.483,1777.483,29.857273,95.393037
2625,TX,48203,Harrison,Marshall,65631,899.951,899.951,15.803,15.803,915.754,915.754,32.547993,94.374425
2626,TX,48205,Hartley,Channing,6062,1462.033,1462.033,1.168,1.168,1463.201,1463.201,35.840244,102.610047
2627,TX,48207,Haskell,Haskell,5899,903.131,903.131,7.132,7.132,910.263,910.263,33.175965,99.730773
2628,TX,48209,Hays,San Marcos,157107,677.978,677.978,1.945,1.945,679.923,679.923,30.061225,98.029267
2629,TX,48211,Hemphill,Canadian,3807,906.286,906.286,5.871,5.871,912.157,912.157,35.816237,100.284807
2630,TX,48213,Henderson,Athens,78532,873.748,873.748,74.583,74.583,948.331,948.331,32.211633,95.853418
2631,TX,48215,Hidalgo,Edinburg,774769,1570.865,1570.865,12.043,12.043,1582.908,1582.908,26.396384,98.180990
2632,TX,48217,Hill,Hillsboro,35089,958.864,958.864,26.856,26.856,985.720,985.720,31.982240,97.129886
2633,TX,48219,Hockley,Levelland,22935,908.392,908.392,0.172,0.172,908.564,908.564,33.605932,102.343398
2634,TX,48221,Hood,Granbury,51182,420.641,420.641,16.187,16.187,436.828,436.828,32.430149,97.831677
2635,TX,48223,Hopkins,Sulphur Springs,35161,767.174,767.174,25.598,25.598,792.772,792.772,33.148959,95.565194
2636,TX,48225,Houston,Crockett,23732,1230.909,1230.909,5.666,5.666,1236.575,1236.575,31.323036,95.421600
2637,TX,48227,Howard,Big Spring,35012,900.791,900.791,3.414,3.414,904.205,904.205,32.303583,101.438530
2638,TX,48229,Hudspeth,Sierra Blanca,3476,4570.983,4570.983,0.846,0.846,4571.829,4571.829,31.450868,105.377549
2639,TX,48231,Hunt,Greenville,86129,840.318,840.318,41.705,41.705,882.023,882.023,33.123438,96.083807
2640,TX,48233,Hutchinson,Stinnett,22150,887.419,887.419,7.533,7.533,894.952,894.952,35.837047,101.362746
2641,TX,48235,Irion,Mertzon,1599,1051.563,1051.563,0.068,0.068,1051.631,1051.631,31.303424,100.981304
2642,TX,48237,Jack,Jacksboro,9044,910.662,910.662,9.464,9.464,920.126,920.126,33.232277,98.171902
2643,TX,48239,Jackson,Edna,14075,829.435,829.435,27.437,27.437,856.872,856.872,28.959802,96.589080
2644,TX,48241,Jasper,Jasper,35710,938.845,938.845,30.852,30.852,969.697,969.697,30.752932,94.022294
2645,TX,48243,Jeff Davis,Fort Davis,2342,2264.555,2264.555,0.080,0.080,2264.635,2264.635,30.617087,104.187860
2646,TX,48245,Jefferson,Beaumont,252273,876.295,876.295,236.354,236.354,1112.649,1112.649,29.854000,94.149331
2647,TX,48247,Jim Hogg,Hebbronville,5300,1136.138,1136.138,0.036,0.036,1136.174,1136.174,27.041212,98.700127
2648,TX,48249,Jim Wells,Alice,40838,864.966,864.966,3.374,3.374,868.340,868.340,27.733516,98.090814
2649,TX,48251,Johnson,Cleburne,150934,724.692,724.692,9.772,9.772,734.464,734.464,32.379511,97.364823
2650,TX,48253,Jones,Anson,20202,928.554,928.554,8.583,8.583,937.137,937.137,32.743709,99.874430
2651,TX,48255,Karnes,Karnes City,14824,747.556,747.556,5.992,5.992,753.548,753.548,28.907618,97.860767
2652,TX,48257,Kaufman,Kaufman,103350,780.699,780.699,26.961,26.961,807.660,807.660,32.598944,96.288378
2653,TX,48259,Kendall,Boerne,33410,662.453,662.453,0.578,0.578,663.031,663.031,29.944524,98.711094
2654,TX,48261,Kenedy,Sarita,416,1458.329,1458.329,487.468,487.468,1945.797,1945.797,26.890232,97.591233
2655,TX,48263,Kent,Jayton,808,902.507,902.507,0.411,0.411,902.918,902.918,33.184780,100.769720
2656,TX,48265,Kerr,Kerrville,49625,1103.318,1103.318,3.958,3.958,1107.276,1107.276,30.053928,99.351968
2657,TX,48267,Kimble,Junction,4607,1250.987,1250.987,0.191,0.191,1251.178,1251.178,30.479472,99.746396
2658,TX,48269,King,Guthrie,286,910.872,910.872,2.470,2.470,913.342,913.342,33.614159,100.250548
2659,TX,48271,Kinney,Brackettville,3598,1360.055,1360.055,5.068,5.068,1365.123,1365.123,29.347087,100.417700
2660,TX,48273,Kleberg,Kingsville,32061,881.308,881.308,208.897,208.897,1090.205,1090.205,27.438735,97.660620
2661,TX,48275,Knox,Benjamin,3719,850.621,850.621,4.856,4.856,855.477,855.477,33.616657,99.747112
2662,TX,48277,Lamar,Cotulla,49793,907.190,907.190,25.913,25.913,933.103,933.103,33.667263,95.570348
2663,TX,48279,Lamb,Paris,13977,1016.181,1016.181,1.534,1.534,1017.715,1017.715,34.068862,102.348018
2664,TX,48281,Lampasas,Littlefield,19677,712.840,712.840,1.094,1.094,713.934,713.934,31.196731,98.240889
2665,TX,48283,La Salle,Lampasas,6886,1486.691,1486.691,7.544,7.544,1494.235,1494.235,28.351098,99.096774
2666,TX,48285,Lavaca,Hallettsville,19263,969.708,969.708,0.728,0.728,970.436,970.436,29.382578,96.923633
2667,TX,48287,Lee,Giddings,16612,629.016,629.016,5.084,5.084,634.100,634.100,30.321105,96.976365
2668,TX,48289,Leon,Centerville,16801,1073.151,1073.151,7.468,7.468,1080.619,1080.619,31.300493,95.995622
2669,TX,48291,Liberty,Liberty,75643,1158.417,1158.417,17.920,17.920,1176.337,1176.337,30.162189,94.822682
2670,TX,48293,Limestone,Groesbeck,23384,905.288,905.288,27.876,27.876,933.164,933.164,31.547543,96.593623
2671,TX,48295,Lipscomb,Lipscomb,3302,932.179,932.179,0.115,0.115,932.294,932.294,36.280200,100.272683
2672,TX,48297,Live Oak,George West,11531,1039.696,1039.696,39.183,39.183,1078.879,1078.879,28.351535,98.126961
2673,TX,48299,Llano,Llano,19301,934.034,934.034,31.822,31.822,965.856,965.856,30.707585,98.684690
2674,TX,48301,Loving,Mentone,82,668.925,668.925,7.781,7.781,676.706,676.706,31.844936,103.561229
2675,TX,48303,Lubbock,Lubbock,278831,895.599,895.599,5.101,5.101,900.700,900.700,33.611469,101.819944
2676,TX,48305,Lynn,Tahoka,5915,891.867,891.867,1.610,1.610,893.477,893.477,33.178412,101.818493
2677,TX,48307,McCulloch,Madisonville,8283,1065.598,1065.598,7.832,7.832,1073.430,1073.430,31.205477,99.359856
2678,TX,48309,McLennan,Jefferson,234906,1037.101,1037.101,23.130,23.130,1060.231,1060.231,31.549493,97.201472
2679,TX,48311,McMullen,Stanton,707,1139.426,1139.426,17.359,17.359,1156.785,1156.785,28.384922,98.578853
2680,TX,48313,Madison,Mason,13664,466.065,466.065,6.368,6.368,472.433,472.433,30.966878,95.930372
2681,TX,48315,Marion,Bay City,10546,380.880,380.880,39.442,39.442,420.322,420.322,32.797757,94.357673
2682,TX,48317,Martin,Eagle Pass,4799,914.944,914.944,0.746,0.746,915.690,915.690,32.309830,101.961836
2683,TX,48319,Mason,Brady,4012,928.803,928.803,3.411,3.411,932.214,932.214,30.703232,99.237608
2684,TX,48321,Matagorda,Waco,36702,1100.276,1100.276,512.234,512.234,1612.510,1612.510,28.783341,95.997755
2685,TX,48323,Maverick,Tilden,54258,1279.258,1279.258,12.520,12.520,1291.778,1291.778,28.745217,100.311368
2686,TX,48325,Medina,Hondo,46006,1325.356,1325.356,9.177,9.177,1334.533,1334.533,29.353661,99.111085
2687,TX,48327,Menard,Menard,2242,902.030,902.030,0.237,0.237,902.267,902.267,30.883707,99.854936
2688,TX,48329,Midland,Midland,136872,900.299,900.299,1.751,1.751,902.050,902.050,31.870896,102.024326
2689,TX,48331,Milam,Cameron,24757,1016.930,1016.930,4.841,4.841,1021.771,1021.771,30.791242,96.984395
2690,TX,48333,Mills,Goldthwaite,4936,748.261,748.261,1.507,1.507,749.768,749.768,31.494889,98.594623
2691,TX,48335,Mitchell,Colorado City,9403,911.090,911.090,4.822,4.822,915.912,915.912,32.303781,100.924580
2692,TX,48337,Montague,Montague,19719,930.906,930.906,7.370,7.370,938.276,938.276,33.676289,97.724747
2693,TX,48339,Montgomery,Conroe,455746,1041.735,1041.735,35.144,35.144,1076.879,1076.879,30.302364,95.503523
2694,TX,48341,Moore,Dumas,21904,899.691,899.691,9.930,9.930,909.621,909.621,35.835676,101.890502
2695,TX,48343,Morris,Daingerfield,12934,251.985,251.985,6.716,6.716,258.701,258.701,33.116466,94.731265
2696,TX,48345,Motley,Matador,1210,989.562,989.562,0.248,0.248,989.810,989.810,34.058383,100.793696
2697,TX,48347,Nacogdoches,Nacogdoches,64524,946.537,946.537,34.651,34.651,981.188,981.188,31.620560,94.620250
2698,TX,48349,Navarro,Corsicana,47735,1009.627,1009.627,76.309,76.309,1085.936,1085.936,32.048450,96.476908
2699,TX,48351,Newton,Newton,14445,933.677,933.677,6.051,6.051,939.728,939.728,30.786718,93.739250
2700,TX,48353,Nolan,Sweetwater,15216,911.997,911.997,1.951,1.951,913.948,913.948,32.312338,100.418108
2701,TX,48355,Nueces,Corpus Christi,340223,838.482,838.482,327.116,327.116,1165.598,1165.598,27.739406,97.521643
2702,TX,48357,Ochiltree,Perryton,10223,917.627,917.627,0.514,0.514,918.141,918.141,36.278744,100.815864
2703,TX,48359,Oldham,Vega,2052,1500.533,1500.533,0.903,0.903,1501.436,1501.436,35.401921,102.597620
2704,TX,48361,Orange,Orange,81837,333.669,333.669,45.861,45.861,379.530,379.530,30.120918,93.893358
2705,TX,48363,Palo Pinto,Palo Pinto,28111,951.791,951.791,33.718,33.718,985.509,985.509,32.752210,98.317974
2706,TX,48365,Panola,Carthage,23796,801.749,801.749,19.554,19.554,821.303,821.303,32.163978,94.305156
2707,TX,48367,Parker,Weatherford,116927,903.478,903.478,6.616,6.616,910.094,910.094,32.777096,97.805905
2708,TX,48369,Parmer,Farwell,10269,880.778,880.778,4.380,4.380,885.158,885.158,34.532163,102.784853
2709,TX,48371,Pecos,Fort Stockton,15507,4763.847,4763.847,0.978,0.978,4764.825,4764.825,30.770894,102.719860
2710,TX,48373,Polk,Livingston,45413,1057.093,1057.093,52.567,52.567,1109.660,1109.660,30.784553,94.837338
2711,TX,48375,Potter,Amarillo,121073,908.370,908.370,13.620,13.620,921.990,921.990,35.398675,101.893804
2712,TX,48377,Presidio,Marfa,7818,3855.237,3855.237,0.685,0.685,3855.922,3855.922,30.005891,104.261619
2713,TX,48379,Rains,Emory,10914,229.452,229.452,29.376,29.376,258.828,258.828,32.870580,95.795440
2714,TX,48381,Randall,Canyon,120725,911.544,911.544,10.885,10.885,922.429,922.429,34.962529,101.895547
2715,TX,48383,Reagan,Big Lake,3367,1175.301,1175.301,0.692,0.692,1175.993,1175.993,31.372895,101.513901
2716,TX,48385,Real,Leakey,3309,699.195,699.195,0.906,0.906,700.101,700.101,29.823030,99.805303
2717,TX,48387,Red River,Clarksville,12860,1036.578,1036.578,20.158,20.158,1056.736,1056.736,33.619626,95.048429
2718,TX,48389,Reeves,Pecos,13783,2635.375,2635.375,6.717,6.717,2642.092,2642.092,31.308366,103.712706
2719,TX,48391,Refugio,Refugio,7383,770.444,770.444,47.799,47.799,818.243,818.243,28.312496,97.160479
2720,TX,48393,Roberts,Miami,929,924.058,924.058,0.134,0.134,924.192,924.192,35.836216,100.807555
2721,TX,48395,Robertson,Franklin,16622,855.683,855.683,9.670,9.670,865.353,865.353,31.025481,96.514941
2722,TX,48397,Rockwall,Rockwall,78337,127.036,127.036,21.681,21.681,148.717,148.717,32.889216,96.407501
2723,TX,48399,Runnels,Ballinger,10501,1050.945,1050.945,6.151,6.151,1057.096,1057.096,31.833311,99.967856
2724,TX,48401,Rusk,Henderson,53330,924.027,924.027,14.380,14.380,938.407,938.407,32.109423,94.756382
2725,TX,48403,Sabine,Hemphill,10834,491.390,491.390,85.260,85.260,576.650,576.650,31.343300,93.851913
2726,TX,48405,San Augustine,San Augustine,8865,530.657,530.657,61.640,61.640,592.297,592.297,31.382449,94.163180
2727,TX,48407,San Jacinto,Coldspring,26384,569.243,569.243,58.668,58.668,627.911,627.911,30.574218,95.162852
2728,TX,48409,San Patricio,Sinton,64804,693.451,693.451,14.494,14.494,707.945,707.945,28.011782,97.517165
2729,TX,48411,San Saba,San Saba,6131,1135.297,1135.297,3.117,3.117,1138.414,1138.414,31.155138,98.819292
2730,TX,48413,Schleicher,Eldorado,3461,1310.630,1310.630,0.034,0.034,1310.664,1310.664,30.896233,100.527216
2731,TX,48415,Scurry,Snyder,16921,905.444,905.444,2.100,2.100,907.544,907.544,32.744462,100.913399
2732,TX,48417,Shackelford,Albany,3378,914.286,914.286,1.262,1.262,915.548,915.548,32.743788,99.347045
2733,TX,48419,Shelby,Center,25448,795.583,795.583,39.034,39.034,834.617,834.617,31.790137,94.142565
2734,TX,48421,Sherman,Stratford,3034,923.035,923.035,0.166,0.166,923.201,923.201,36.277628,101.894716
2735,TX,48423,Smith,Tyler,209714,921.454,921.454,28.267,28.267,949.721,949.721,32.377093,95.269630
2736,TX,48425,Somervell,Glen Rose,8490,186.463,186.463,5.491,5.491,191.954,191.954,32.217942,97.769211
2737,TX,48427,Starr,Rio Grande City,60968,1223.179,1223.179,5.908,5.908,1229.087,1229.087,26.546335,98.715803
2738,TX,48429,Stephens,Breckenridge,9630,896.719,896.719,24.762,24.762,921.481,921.481,32.731531,98.840081
2739,TX,48431,Sterling,Sterling City,1143,923.451,923.451,0.065,0.065,923.516,923.516,31.835774,101.054911
2740,TX,48433,Stonewall,Aspermont,1490,916.313,916.313,3.930,3.930,920.243,920.243,33.179580,100.253807
2741,TX,48435,Sutton,Sonora,4128,1453.926,1453.926,0.493,0.493,1454.419,1454.419,30.517865,100.505395
2742,TX,48437,Swisher,Tulia,7854,890.159,890.159,10.532,10.532,900.691,900.691,34.530460,101.732852
2743,TX,48439,Tarrant,Fort Worth,1809034,863.608,863.608,38.696,38.696,902.304,902.304,32.772040,97.291291
2744,TX,48441,Taylor,Abilene,131506,915.552,915.552,3.753,3.753,919.305,919.305,32.295684,99.893220
2745,TX,48443,Terrell,Sanderson,984,2358.026,2358.026,0.041,0.041,2358.067,2358.067,30.232332,102.072539
2746,TX,48445,Terry,Brownfield,12651,888.839,888.839,2.102,2.102,890.941,890.941,33.171229,102.339284
2747,TX,48447,Throckmorton,Throckmorton,1641,912.552,912.552,2.929,2.929,915.481,915.481,33.170712,99.206137
2748,TX,48449,Titus,Mount Pleasant,32334,406.054,406.054,19.589,19.589,425.643,425.643,33.214599,94.966783
2749,TX,48451,Tom Green,San Angelo,110224,1521.972,1521.972,18.573,18.573,1540.545,1540.545,31.401583,100.461355
2750,TX,48453,Travis,Austin,1024266,990.202,990.202,32.806,32.806,1023.008,1023.008,30.239513,97.691270
2751,TX,48455,Trinity,Groveton,14585,693.608,693.608,20.360,20.360,713.968,713.968,31.087483,95.153291
2752,TX,48457,Tyler,Woodville,21766,924.501,924.501,11.122,11.122,935.623,935.623,30.769579,94.379449
2753,TX,48459,Upshur,Gilmer,39309,582.947,582.947,9.652,9.652,592.599,592.599,32.735878,94.941649
2754,TX,48461,Upton,Rankin,3355,1241.324,1241.324,0.179,0.179,1241.503,1241.503,31.353849,102.042013
2755,TX,48463,Uvalde,Uvalde,26405,1551.946,1551.946,6.688,6.688,1558.634,1558.634,29.350340,99.761074
2756,TX,48465,Val Verde,Del Rio,48879,3144.750,3144.750,87.920,87.920,3232.670,3232.670,29.884961,101.146646
2757,TX,48467,Van Zandt,Canton,52579,842.557,842.557,17.053,17.053,859.610,859.610,32.558948,95.836391
2758,TX,48469,Victoria,Victoria,86793,882.143,882.143,6.693,6.693,888.836,888.836,28.796370,96.971198
2759,TX,48471,Walker,Huntsville,67861,784.169,784.169,17.335,17.335,801.504,801.504,30.743090,95.569888
2760,TX,48473,Waller,Hempstead,43205,513.430,513.430,4.388,4.388,517.818,517.818,30.013578,95.982102
2761,TX,48475,Ward,Monahans,10658,835.602,835.602,0.241,0.241,835.843,835.843,31.513069,103.105113
2762,TX,48477,Washington,Brenham,33718,603.954,603.954,17.797,17.797,621.751,621.751,30.215075,96.410272
2763,TX,48479,Webb,Laredo,250304,3361.482,3361.482,14.107,14.107,3375.589,3375.589,27.770584,99.326641
2764,TX,48481,Wharton,Wharton,41280,1086.150,1086.150,8.220,8.220,1094.370,1094.370,29.278481,96.229675
2765,TX,48483,Wheeler,Wheeler,5410,914.523,914.523,0.958,0.958,915.481,915.481,35.392593,100.253107
2766,TX,48485,Wichita,Wichita Falls,131500,627.776,627.776,5.340,5.340,633.116,633.116,33.991103,98.716851
2767,TX,48487,Wilbarger,Vernon,13535,970.844,970.844,7.049,7.049,977.893,977.893,34.084920,99.242440
2768,TX,48489,Willacy,Raymondville,22134,590.554,590.554,193.714,193.714,784.268,784.268,26.481092,97.584224
2769,TX,48491,Williamson,Georgetown,422679,1118.303,1118.303,16.136,16.136,1134.439,1134.439,30.649030,97.605069
2770,TX,48493,Wilson,Floresville,42918,803.733,803.733,4.678,4.678,808.411,808.411,29.174303,98.085899
2771,TX,48495,Winkler,Kermit,7110,841.107,841.107,0.160,0.160,841.267,841.267,31.831416,103.055986
2772,TX,48497,Wise,Decatur,59127,904.422,904.422,18.162,18.162,922.584,922.584,33.219095,97.653997
2773,TX,48499,Wood,Quitman,41964,645.234,645.234,50.484,50.484,695.718,695.718,32.783588,95.382166
2774,TX,48501,Yoakum,Plains,7879,799.708,799.708,0.013,0.013,799.721,799.721,33.172397,102.823771
2775,TX,48503,Young,Graham,18550,914.468,914.468,16.391,16.391,930.859,930.859,33.158787,98.678267
2776,TX,48505,Zapata,Zapata,14018,998.412,998.412,59.603,59.603,1058.015,1058.015,26.996981,99.182603
2777,TX,48507,Zavala,Crystal City,11677,1297.406,1297.406,4.328,4.328,1301.734,1301.734,28.864652,99.759830
2778,UT,49001,Beaver,Beaver,6629,2589.880,2589.880,2.058,2.058,2591.938,2591.938,38.357535,113.238948
2779,UT,49003,Box Elder,Brigham City,49975,5745.551,5745.551,983.766,983.766,6729.317,6729.317,41.476021,113.052922
2780,UT,49005,Cache,Logan,112656,1164.813,1164.813,8.210,8.210,1173.023,1173.023,41.734225,111.744581
2781,UT,49007,Carbon,Price,21403,1478.493,1478.493,6.090,6.090,1484.583,1484.583,39.670050,110.590357
2782,UT,49009,Daggett,Manila,1059,696.979,696.979,23.730,23.730,720.709,720.709,40.890099,109.505786
2783,UT,49011,Davis,Farmington,306479,298.778,298.778,335.184,335.184,633.962,633.962,41.037045,112.202123
2784,UT,49013,Duchesne,Duchesne,18607,3240.945,3240.945,14.976,14.976,3255.921,3255.921,40.289649,110.429830
2785,UT,49015,Emery,Castle Dale,10976,4462.314,4462.314,9.495,9.495,4471.809,4471.809,39.009028,110.721111
2786,UT,49017,Garfield,Panguitch,5172,5175.121,5175.121,33.126,33.126,5208.247,5208.247,37.831622,111.450886
2787,UT,49019,Grand,Moab,9225,3671.543,3671.543,12.139,12.139,3683.682,3683.682,38.974326,109.573450
2788,UT,49021,Iron,Parowan,46163,3296.681,3296.681,4.399,4.399,3301.080,3301.080,37.882727,113.290059
2789,UT,49023,Juab,Nephi,10246,3392.278,3392.278,14.121,14.121,3406.399,3406.399,39.710827,112.794262
2790,UT,49025,Kane,Kanab,7125,3990.229,3990.229,118.289,118.289,4108.518,4108.518,37.275118,111.815413
2791,UT,49027,Millard,Fillmore,12503,6572.425,6572.425,255.467,255.467,6827.892,6827.892,39.094540,113.525014
2792,UT,49029,Morgan,Morgan,9469,609.196,609.196,1.709,1.709,610.905,610.905,41.091027,111.577885
2793,UT,49031,Piute,Junction,1556,757.791,757.791,7.926,7.926,765.717,765.717,38.335881,112.129376
2794,UT,49033,Rich,Randolph,2264,1028.775,1028.775,57.582,57.582,1086.357,1086.357,41.627598,111.240227
2795,UT,49035,Salt Lake,Salt Lake City,1029655,742.282,742.282,65.085,65.085,807.367,807.367,40.667882,111.924244
2796,UT,49037,San Juan,Monticello,14746,7819.988,7819.988,113.165,113.165,7933.153,7933.153,37.623064,109.789320
2797,UT,49039,Sanpete,Manti,27822,1590.152,1590.152,12.385,12.385,1602.537,1602.537,39.380588,111.570451
2798,UT,49041,Sevier,Richfield,20802,1910.577,1910.577,7.822,7.822,1918.399,1918.399,38.746825,111.811930
2799,UT,49043,Summit,Coalville,36324,1871.712,1871.712,10.259,10.259,1881.971,1881.971,40.872060,110.968486
2800,UT,49045,Tooele,Tooele,58218,6941.352,6941.352,344.728,344.728,7286.080,7286.080,40.467692,113.124015
2801,UT,49047,Uintah,Vernal,32588,4479.693,4479.693,21.694,21.694,4501.387,4501.387,40.125887,109.517748
2802,UT,49049,Utah,Provo,516564,2003.454,2003.454,140.660,140.660,2144.114,2144.114,40.120409,111.668667
2803,UT,49051,Wasatch,Heber,23530,1175.501,1175.501,30.484,30.484,1205.985,1205.985,40.334884,111.161568
2804,UT,49053,Washington,St. George,138115,2426.358,2426.358,3.594,3.594,2429.952,2429.952,37.262531,113.487800
2805,UT,49055,Wayne,Loa,2778,2460.676,2460.676,5.813,5.813,2466.489,2466.489,38.261229,110.990323
2806,UT,49057,Weber,Ogden,231236,576.084,576.084,83.302,83.302,659.386,659.386,41.270355,111.875879
